user_id,amount,payment_status,payment_method,failure_reason,plan_name,billing_cycle,plan_price,start_date,renewal_date,subscription_status,country,company_size,user_status,event_type,resolution_status,login_count,feature_usage_score,last_active_date,premium_feature_used
3212,1999,Success,UPI,Timeout,Basic,Monthly,999,2023-09-17,2024-09-16,Active,India,SMB,Inactive,,,17,15,2024-10-06,No
308,1999,Pending,Card,Insufficient Funds,Premium,Monthly,3999,2022-05-25,2022-06-24,Active,UK,SMB,Active,,,101,76,2024-09-04,Yes
2924,3999,Success,Card,Gateway Error,Pro,Annual,1999,2022-05-29,2022-06-28,Active,USA,Enterprise,Inactive,,,73,96,2024-11-20,No
473,999,Success,UPI,Insufficient Funds,Pro,Annual,1999,2022-08-22,2022-09-21,Active,USA,SMB,Active,,,56,52,2024-11-02,Yes
1471,3999,Success,UPI,,Basic,Monthly,999,2023-08-16,2023-09-15,Active,Germany,Mid,Active,,,118,27,2024-10-15,Yes
76,999,Failed,UPI,Gateway Error,Basic,Monthly,999,2022-08-03,2022-09-02,Active,Australia,SMB,Active,Refund,Open,47,13,2024-11-30,No
643,1999,Failed,UPI,,Pro,Annual,1999,2023-07-19,2023-08-18,Active,UK,Enterprise,Inactive,,,39,41,2024-09-08,No
2200,1999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2023-05-10,2023-06-09,Expired,Germany,Enterprise,Active,,,39,74,2024-10-29,No
2639,999,Success,Card,,Pro,Monthly,1999,2024-03-02,2025-03-02,Active,UK,Enterprise,Inactive,,,83,72,2024-11-25,No
2539,1999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-10-09,2023-10-09,Active,USA,Mid,Active,,,7,18,2024-10-25,Yes
1962,1999,Success,Wallet,,Pro,Monthly,1999,2022-08-06,2022-09-05,Cancelled,Australia,Mid,Inactive,,,109,71,2024-11-04,Yes
252,999,Success,Card,,Pro,Monthly,1999,2024-01-14,2024-02-13,Cancelled,India,SMB,Active,,,12,94,2024-09-18,No
1749,1999,Success,Card,,Pro,Monthly,1999,2022-08-20,2022-09-19,Active,USA,Enterprise,Active,Complaint,Closed,86,50,2024-10-26,No
1749,1999,Success,Card,,Pro,Monthly,1999,2022-08-20,2022-09-19,Active,USA,Enterprise,Active,Refund,Closed,86,50,2024-10-26,No
375,999,Failed,UPI,,Premium,Monthly,3999,2022-04-02,2022-05-02,Active,India,Mid,Inactive,Refund,Closed,33,14,2024-10-10,Yes
3413,999,Failed,UPI,Timeout,Premium,Monthly,3999,2023-09-29,2024-09-28,Active,Germany,SMB,Active,,,118,71,2024-09-17,Yes
1008,3999,Success,UPI,,Pro,Monthly,1999,2023-06-09,2023-07-09,Active,India,SMB,Active,,,59,96,2024-10-08,No
153,1999,Success,Wallet,Insufficient Funds,Premium,Annual,3999,2024-01-10,2024-02-09,Cancelled,Australia,Enterprise,Active,,,18,27,2024-11-25,No
1548,3999,Success,UPI,Gateway Error,Premium,Monthly,3999,2023-01-19,2024-01-19,Active,Australia,SMB,Active,,,16,54,2024-10-27,Yes
3888,999,Success,Wallet,Gateway Error,Basic,Annual,999,2023-08-03,2023-09-02,Active,UK,SMB,Active,,,54,62,2024-11-10,No
3146,1999,Success,Card,,Basic,Annual,999,2022-06-22,2022-07-22,Expired,USA,Mid,Active,,,27,84,2024-10-05,Yes
710,1999,Success,Card,Timeout,Pro,Annual,1999,2022-11-24,2022-12-24,Cancelled,USA,Mid,Active,,,22,80,2024-11-10,No
1181,999,Success,Card,Timeout,Pro,Monthly,1999,2022-03-04,2023-03-04,Active,USA,SMB,Active,,,40,47,2024-11-03,No
1245,3999,Failed,Wallet,Gateway Error,Basic,Monthly,999,2023-07-07,2023-08-06,Active,Australia,Enterprise,Active,Complaint,Closed,16,51,2024-11-21,Yes
174,999,Failed,UPI,Timeout,Pro,Monthly,1999,2023-01-23,2024-01-23,Active,India,Enterprise,Active,Refund,Closed,74,34,2024-11-23,No
4334,1999,Success,Wallet,,Basic,Annual,999,2024-01-14,2024-02-13,Active,India,SMB,Active,,,66,32,2024-10-01,No
4860,999,Success,Card,,Pro,Monthly,1999,2023-07-20,2023-08-19,Active,Germany,Enterprise,Inactive,,,20,72,2024-09-22,No
2544,3999,Success,UPI,,Basic,Monthly,999,2022-01-09,2022-02-08,Active,UK,SMB,Active,,,80,54,2024-10-11,Yes
3213,999,Success,Card,Timeout,Premium,Annual,3999,2024-02-07,2025-02-06,Active,UK,Mid,Active,,,40,28,2024-10-30,Yes
181,999,Success,Wallet,Gateway Error,Basic,Annual,999,2022-05-25,2023-05-25,Expired,UK,Enterprise,Active,Complaint,Open,16,88,2024-10-20,Yes
181,999,Success,Wallet,Gateway Error,Basic,Annual,999,2022-05-25,2023-05-25,Expired,UK,Enterprise,Active,Complaint,Closed,16,88,2024-10-20,Yes
2358,1999,Success,Wallet,,Pro,Monthly,1999,2023-10-16,2024-10-15,Active,India,SMB,Active,,,1,74,2024-10-08,Yes
2428,999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2023-12-12,2024-12-11,Expired,India,Mid,Inactive,,,64,86,2024-09-18,Yes
3485,1999,Success,Card,,Basic,Monthly,999,2023-10-15,2023-11-14,Active,USA,SMB,Active,,,91,83,2024-11-22,Yes
863,3999,Success,Wallet,,Premium,Monthly,3999,2023-10-15,2023-11-14,Active,UK,SMB,Active,,,6,79,2024-09-04,No
470,999,Success,Card,Gateway Error,Basic,Monthly,999,2023-10-28,2023-11-27,Active,UK,Mid,Active,,,97,80,2024-09-12,No
4826,1999,Success,UPI,,Pro,Monthly,1999,2023-05-23,2023-06-22,Active,India,Mid,Active,,,91,57,2024-11-05,Yes
1804,1999,Failed,Wallet,,Pro,Monthly,1999,2023-08-26,2023-09-25,Active,India,Enterprise,Active,,,73,67,2024-10-12,Yes
1827,999,Success,Card,Timeout,Basic,Annual,999,2023-11-13,2023-12-13,Active,Australia,SMB,Active,,,81,32,2024-10-23,No
4653,999,Success,UPI,,Basic,Monthly,999,2022-01-24,2023-01-24,Active,USA,SMB,Active,Refund,Open,96,78,2024-10-21,No
4653,999,Success,UPI,,Basic,Monthly,999,2022-01-24,2023-01-24,Active,USA,SMB,Active,Refund,Closed,96,78,2024-10-21,No
3889,1999,Success,Wallet,Timeout,Premium,Monthly,3999,2022-05-17,2022-06-16,Active,USA,SMB,Active,,,27,31,2024-10-18,Yes
970,1999,Success,UPI,,Basic,Monthly,999,2022-12-18,2023-12-18,Active,USA,SMB,Active,,,32,60,2024-09-12,Yes
1268,3999,Success,Wallet,,Basic,Monthly,999,2022-01-10,2023-01-10,Active,UK,Enterprise,Active,,,2,99,2024-09-03,Yes
4223,3999,Success,Wallet,Timeout,Basic,Monthly,999,2023-11-12,2024-11-11,Active,UK,Enterprise,Active,,,52,51,2024-09-05,No
2862,3999,Success,Wallet,Gateway Error,Basic,Monthly,999,2023-04-01,2023-05-01,Active,India,Mid,Active,,,38,20,2024-10-10,No
1466,999,Success,Card,Timeout,Pro,Monthly,1999,2023-06-14,2023-07-14,Expired,UK,Enterprise,Active,Complaint,Closed,117,35,2024-11-01,No
3386,999,Success,Card,Gateway Error,Basic,Monthly,999,2022-06-15,2022-07-15,Active,Germany,Mid,Active,,,104,36,2024-11-16,Yes
663,3999,Success,UPI,Insufficient Funds,Pro,Annual,1999,2023-04-11,2024-04-10,Active,Australia,SMB,Active,,,53,94,2024-10-17,Yes
3994,999,Success,UPI,,Pro,Monthly,1999,2023-06-07,2024-06-06,Active,UK,SMB,Inactive,,,13,73,2024-11-01,No
1261,999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-03-09,2022-04-08,Cancelled,Australia,SMB,Inactive,,,47,44,2024-11-14,Yes
4258,999,Success,UPI,Gateway Error,Basic,Monthly,999,2022-05-25,2023-05-25,Active,USA,Enterprise,Active,Downgrade,Open,81,66,2024-10-29,Yes
1405,999,Pending,Wallet,Timeout,Pro,Monthly,1999,2024-02-15,2024-03-16,Active,India,Mid,Active,,,98,37,2024-11-24,Yes
809,3999,Success,UPI,,Basic,Annual,999,2022-08-13,2023-08-13,Expired,Australia,Enterprise,Active,,,35,12,2024-11-21,No
3533,999,Success,Card,,Basic,Monthly,999,2024-02-11,2025-02-10,Active,UK,Mid,Active,,,55,60,2024-10-24,Yes
1305,3999,Success,Wallet,Timeout,Basic,Annual,999,2024-01-22,2024-02-21,Cancelled,India,Enterprise,Active,,,43,33,2024-10-10,Yes
4652,3999,Success,UPI,,Basic,Monthly,999,2022-07-05,2023-07-05,Active,India,Enterprise,Inactive,,,60,28,2024-12-01,Yes
1078,999,Success,Card,Insufficient Funds,Pro,Annual,1999,2023-06-24,2024-06-23,Active,Germany,SMB,Inactive,,,88,94,2024-11-30,No
1563,999,Failed,UPI,,Basic,Annual,999,2023-01-26,2024-01-26,Cancelled,UK,Mid,Active,,,4,30,2024-09-13,No
4616,3999,Success,UPI,Insufficient Funds,Pro,Monthly,1999,2023-11-02,2024-11-01,Active,USA,Enterprise,Inactive,,,71,77,2024-09-06,Yes
484,999,Success,Wallet,Timeout,Pro,Annual,1999,2024-01-10,2024-02-09,Active,USA,Enterprise,Inactive,,,29,57,2024-10-09,Yes
171,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2022-05-18,2022-06-17,Cancelled,UK,Mid,Active,,,86,14,2024-10-26,Yes
4806,1999,Success,Wallet,,Basic,Monthly,999,2022-05-07,2022-06-06,Active,USA,Enterprise,Active,,,50,75,2024-10-14,Yes
2619,1999,Success,UPI,Timeout,Pro,Monthly,1999,2024-01-30,2025-01-29,Expired,India,Enterprise,Active,,,31,85,2024-11-28,Yes
1691,3999,Success,UPI,,Basic,Monthly,999,2023-11-19,2023-12-19,Active,Germany,Enterprise,Active,,,104,12,2024-10-09,Yes
1523,1999,Success,Wallet,Timeout,Basic,Monthly,999,2022-12-25,2023-12-25,Cancelled,Germany,Mid,Active,,,38,36,2024-10-14,No
3091,3999,Success,UPI,,Premium,Annual,3999,2023-09-26,2023-10-26,Cancelled,UK,Enterprise,Inactive,,,85,50,2024-09-03,No
4161,3999,Success,Card,Timeout,Premium,Monthly,3999,2022-11-17,2023-11-17,Active,India,SMB,Active,,,12,15,2024-10-26,No
2284,999,Success,Wallet,Gateway Error,Basic,Monthly,999,2023-05-03,2023-06-02,Expired,Germany,Mid,Active,,,10,91,2024-10-02,Yes
666,1999,Success,UPI,,Premium,Annual,3999,2022-04-23,2022-05-23,Cancelled,Germany,SMB,Active,,,32,56,2024-11-12,No
289,1999,Success,UPI,Insufficient Funds,Basic,Annual,999,2022-12-02,2023-12-02,Active,Australia,Mid,Active,,,90,99,2024-09-10,Yes
2284,999,Success,Card,Gateway Error,Basic,Monthly,999,2022-12-19,2023-01-18,Expired,Germany,Mid,Active,,,10,91,2024-10-02,Yes
4845,3999,Success,Wallet,Timeout,Basic,Annual,999,2022-08-26,2023-08-26,Active,Australia,Enterprise,Active,,,100,14,2024-11-03,Yes
422,999,Success,UPI,Gateway Error,Basic,Monthly,999,2023-12-08,2024-12-07,Active,India,Enterprise,Active,,,10,62,2024-11-05,Yes
4487,1999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-11-30,2022-12-30,Cancelled,UK,Mid,Active,Complaint,Closed,71,48,2024-09-16,Yes
4487,1999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-11-30,2022-12-30,Cancelled,UK,Mid,Active,Downgrade,Closed,71,48,2024-09-16,Yes
2781,3999,Success,Card,,Basic,Monthly,999,2022-07-31,2023-07-31,Active,Australia,SMB,Active,,,16,61,2024-11-25,No
4852,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2022-07-08,2022-08-07,Cancelled,Germany,Enterprise,Active,,,60,70,2024-10-16,Yes
1029,999,Success,Card,Insufficient Funds,Premium,Monthly,3999,2022-11-26,2023-11-26,Active,Australia,SMB,Inactive,,,88,40,2024-09-22,No
3469,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2023-01-27,2024-01-27,Expired,Germany,Enterprise,Active,,,98,29,2024-10-16,Yes
750,1999,Success,UPI,Insufficient Funds,Pro,Monthly,1999,2023-09-11,2023-10-11,Expired,India,Mid,Active,,,117,33,2024-10-29,No
2984,1999,Success,UPI,Insufficient Funds,Pro,Monthly,1999,2023-03-04,2023-04-03,Active,Germany,Mid,Active,Complaint,Closed,109,81,2024-10-27,No
4654,1999,Success,Card,,Basic,Monthly,999,2022-05-16,2023-05-16,Expired,India,SMB,Active,,,51,82,2024-11-03,Yes
4800,3999,Failed,Card,Gateway Error,Premium,Monthly,3999,2022-05-21,2022-06-20,Expired,Australia,Mid,Inactive,,,119,35,2024-10-14,No
2589,999,Success,UPI,,Premium,Annual,3999,2022-01-04,2023-01-04,Active,UK,Enterprise,Active,,,46,60,2024-10-26,Yes
3091,1999,Success,UPI,Insufficient Funds,Basic,Annual,999,2022-02-26,2023-02-26,Expired,UK,Mid,Active,,,85,50,2024-09-03,No
1801,3999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-01-24,2022-02-23,Cancelled,India,SMB,Active,,,100,27,2024-09-07,No
1749,999,Failed,Card,Timeout,Basic,Monthly,999,2023-10-27,2023-11-26,Cancelled,UK,Enterprise,Active,Complaint,Closed,86,50,2024-10-26,No
1749,999,Failed,Card,Timeout,Basic,Monthly,999,2023-10-27,2023-11-26,Cancelled,UK,Enterprise,Active,Refund,Closed,86,50,2024-10-26,No
3585,3999,Success,Wallet,Timeout,Basic,Annual,999,2022-05-29,2022-06-28,Active,USA,SMB,Active,,,4,42,2024-11-09,Yes
760,1999,Success,UPI,,Basic,Monthly,999,2023-04-28,2024-04-27,Active,India,Enterprise,Active,,,11,37,2024-11-23,No
218,3999,Success,UPI,Insufficient Funds,Basic,Annual,999,2023-01-08,2024-01-08,Active,USA,SMB,Active,,,62,62,2024-10-08,Yes
1998,1999,Success,Card,,Basic,Annual,999,2024-02-16,2025-02-15,Active,India,SMB,Active,,,32,57,2024-10-31,No
1575,1999,Pending,Card,Timeout,Pro,Monthly,1999,2022-08-02,2022-09-01,Expired,Australia,Enterprise,Active,,,56,18,2024-09-11,No
1757,1999,Success,Wallet,Insufficient Funds,Premium,Annual,3999,2022-06-03,2022-07-03,Active,India,Mid,Inactive,,,69,73,2024-11-24,No
1784,1999,Success,Wallet,Gateway Error,Premium,Monthly,3999,2022-01-05,2023-01-05,Active,India,SMB,Active,,,25,17,2024-10-29,Yes
3563,3999,Success,Wallet,Gateway Error,Basic,Monthly,999,2022-02-05,2023-02-05,Cancelled,USA,Mid,Inactive,,,119,87,2024-10-16,No
308,3999,Pending,Card,Insufficient Funds,Basic,Monthly,999,2023-06-06,2023-07-06,Active,UK,SMB,Active,,,101,76,2024-09-04,Yes
3527,999,Success,UPI,,Premium,Monthly,3999,2023-01-17,2023-02-16,Expired,USA,Mid,Active,,,48,17,2024-09-17,Yes
3096,999,Success,Card,Timeout,Premium,Annual,3999,2023-02-01,2024-02-01,Expired,UK,Mid,Inactive,Refund,Closed,15,73,2024-09-21,Yes
2331,999,Failed,UPI,Gateway Error,Premium,Monthly,3999,2022-12-31,2023-12-31,Active,Australia,Enterprise,Active,,,19,16,2024-09-15,No
3818,999,Success,Card,Insufficient Funds,Premium,Monthly,3999,2023-12-19,2024-01-18,Active,India,SMB,Active,,,55,35,2024-09-19,Yes
3443,1999,Success,Card,Timeout,Pro,Monthly,1999,2023-12-27,2024-12-26,Expired,USA,Enterprise,Active,,,34,38,2024-11-05,No
1730,1999,Success,UPI,Insufficient Funds,Basic,Monthly,999,2022-05-10,2022-06-09,Cancelled,USA,Enterprise,Active,,,109,85,2024-11-08,Yes
1143,3999,Pending,Card,Timeout,Basic,Monthly,999,2023-02-19,2023-03-21,Active,USA,Mid,Active,Complaint,Closed,90,69,2024-11-29,Yes
62,3999,Success,Card,Gateway Error,Basic,Monthly,999,2022-12-23,2023-12-23,Active,Germany,Mid,Active,,,110,25,2024-09-08,Yes
1021,999,Success,Card,Timeout,Basic,Monthly,999,2022-08-22,2023-08-22,Active,India,Mid,Active,,,26,54,2024-10-28,Yes
1424,3999,Success,Wallet,Timeout,Pro,Monthly,1999,2022-10-09,2023-10-09,Active,USA,Mid,Active,,,11,11,2024-11-23,No
552,3999,Success,Wallet,,Pro,Monthly,1999,2022-08-02,2022-09-01,Active,USA,SMB,Active,,,4,54,2024-09-06,Yes
3008,3999,Success,Card,Timeout,Pro,Annual,1999,2023-06-25,2024-06-24,Expired,Germany,SMB,Active,,,87,95,2024-09-13,Yes
567,1999,Success,Wallet,Gateway Error,Basic,Monthly,999,2022-08-21,2023-08-21,Active,India,SMB,Active,,,10,90,2024-10-05,No
4943,999,Pending,Wallet,,Pro,Annual,1999,2022-06-16,2023-06-16,Expired,Australia,SMB,Active,,,34,17,2024-09-23,No
1008,999,Success,Card,Timeout,Basic,Monthly,999,2023-06-28,2023-07-28,Active,India,Mid,Active,,,59,96,2024-10-08,No
2522,3999,Success,UPI,Gateway Error,Premium,Monthly,3999,2022-11-07,2023-11-07,Active,Australia,SMB,Active,,,85,59,2024-10-23,No
1637,3999,Success,UPI,Insufficient Funds,Pro,Annual,1999,2024-01-31,2025-01-30,Active,Australia,SMB,Active,,,5,47,2024-11-13,Yes
561,1999,Failed,Card,,Premium,Monthly,3999,2023-03-27,2023-04-26,Active,Germany,SMB,Active,,,42,78,2024-10-13,No
362,1999,Success,UPI,,Pro,Monthly,1999,2022-10-06,2022-11-05,Active,UK,SMB,Inactive,,,82,19,2024-09-25,No
2820,3999,Success,UPI,Gateway Error,Basic,Annual,999,2023-04-06,2023-05-06,Expired,India,SMB,Active,,,94,58,2024-09-29,Yes
3312,1999,Success,Wallet,Timeout,Pro,Annual,1999,2023-05-26,2024-05-25,Active,USA,Enterprise,Active,,,94,43,2024-09-21,No
1849,1999,Success,UPI,,Premium,Monthly,3999,2022-08-15,2023-08-15,Active,Australia,Mid,Active,,,45,36,2024-09-04,No
2672,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2022-01-19,2023-01-19,Active,USA,Enterprise,Active,,,117,66,2024-09-12,Yes
1259,3999,Success,Wallet,Timeout,Premium,Monthly,3999,2022-08-12,2022-09-11,Active,UK,SMB,Active,Downgrade,Closed,70,38,2024-09-15,No
1173,1999,Failed,UPI,Gateway Error,Pro,Annual,1999,2022-07-05,2023-07-05,Active,Australia,Mid,Active,,,76,70,2024-09-08,Yes
2616,3999,Failed,UPI,Timeout,Pro,Monthly,1999,2022-03-08,2023-03-08,Active,Germany,Mid,Active,,,116,57,2024-11-07,No
692,999,Success,UPI,Timeout,Pro,Annual,1999,2024-02-18,2025-02-17,Expired,Germany,Enterprise,Active,,,2,93,2024-09-28,Yes
1918,1999,Success,Card,Gateway Error,Pro,Monthly,1999,2023-11-25,2024-11-24,Active,UK,SMB,Active,Complaint,Closed,82,96,2024-09-22,Yes
1928,1999,Pending,Card,Timeout,Pro,Annual,1999,2022-03-12,2023-03-12,Active,UK,Mid,Active,Complaint,Closed,10,87,2024-09-22,Yes
1928,1999,Pending,Card,Timeout,Pro,Annual,1999,2022-03-12,2023-03-12,Active,UK,Mid,Active,Downgrade,Open,10,87,2024-09-22,Yes
4256,1999,Success,Card,Gateway Error,Basic,Monthly,999,2022-11-05,2023-11-05,Active,Germany,Mid,Active,,,33,31,2024-10-09,Yes
1912,999,Success,UPI,Gateway Error,Basic,Monthly,999,2023-05-20,2023-06-19,Expired,Australia,Enterprise,Active,,,66,53,2024-10-22,No
3142,1999,Success,Card,,Pro,Monthly,1999,2024-02-03,2024-03-04,Active,USA,Mid,Inactive,,,86,89,2024-09-13,No
1832,3999,Success,Card,Gateway Error,Pro,Annual,1999,2022-10-03,2023-10-03,Active,India,Mid,Active,,,46,22,2024-09-20,No
2757,999,Success,Card,Gateway Error,Premium,Annual,3999,2022-02-22,2023-02-22,Active,India,SMB,Inactive,,,28,87,2024-11-12,Yes
4259,999,Success,Wallet,Insufficient Funds,Premium,Monthly,3999,2022-11-07,2023-11-07,Active,Australia,Mid,Active,,,104,91,2024-11-08,No
3155,999,Success,Wallet,Insufficient Funds,Premium,Monthly,3999,2022-06-04,2023-06-04,Active,Australia,SMB,Active,,,3,92,2024-09-04,Yes
3233,999,Success,UPI,Gateway Error,Premium,Monthly,3999,2023-09-07,2023-10-07,Active,UK,SMB,Inactive,,,57,82,2024-09-20,Yes
3686,3999,Pending,Card,Timeout,Premium,Annual,3999,2022-12-23,2023-01-22,Active,Germany,Mid,Active,Downgrade,Closed,40,28,2024-11-26,Yes
4336,999,Success,Card,Insufficient Funds,Basic,Annual,999,2022-08-01,2022-08-31,Expired,Germany,Enterprise,Inactive,,,12,78,2024-11-01,No
1966,1999,Failed,Card,Timeout,Basic,Monthly,999,2023-01-15,2024-01-15,Active,India,Mid,Inactive,Complaint,Closed,20,65,2024-10-21,Yes
1736,999,Failed,Card,Timeout,Pro,Monthly,1999,2022-10-07,2022-11-06,Expired,USA,Enterprise,Active,,,40,89,2024-11-18,No
4582,999,Success,Wallet,Insufficient Funds,Premium,Monthly,3999,2022-10-06,2023-10-06,Expired,Australia,SMB,Active,,,29,85,2024-10-01,No
671,999,Success,Wallet,Timeout,Premium,Monthly,3999,2023-11-15,2024-11-14,Active,USA,Mid,Active,,,37,90,2024-09-06,No
3275,999,Success,Wallet,,Pro,Monthly,1999,2022-12-27,2023-01-26,Active,USA,Enterprise,Inactive,,,7,37,2024-10-05,No
1860,1999,Failed,UPI,,Basic,Monthly,999,2022-05-23,2023-05-23,Cancelled,Australia,Mid,Active,,,115,52,2024-10-18,Yes
1221,1999,Failed,Wallet,Gateway Error,Basic,Monthly,999,2023-08-21,2024-08-20,Active,India,SMB,Active,Downgrade,Closed,43,98,2024-10-25,No
1221,1999,Failed,Wallet,Gateway Error,Basic,Monthly,999,2023-08-21,2024-08-20,Active,India,SMB,Active,Refund,Closed,43,98,2024-10-25,No
1066,999,Success,UPI,Insufficient Funds,Premium,Monthly,3999,2023-02-02,2023-03-04,Active,Australia,Enterprise,Inactive,,,71,96,2024-10-29,No
253,999,Success,Card,Timeout,Pro,Monthly,1999,2022-05-12,2022-06-11,Active,Germany,SMB,Active,,,65,72,2024-09-13,Yes
4113,1999,Success,UPI,Timeout,Basic,Monthly,999,2024-01-25,2024-02-24,Expired,India,Enterprise,Active,,,91,54,2024-11-05,Yes
3732,999,Success,UPI,,Basic,Monthly,999,2024-02-01,2025-01-31,Active,USA,Enterprise,Inactive,Refund,Closed,65,47,2024-09-17,Yes
4075,1999,Failed,UPI,Insufficient Funds,Basic,Monthly,999,2023-09-20,2023-10-20,Cancelled,UK,SMB,Active,,,28,52,2024-10-10,No
116,3999,Success,UPI,Gateway Error,Basic,Monthly,999,2023-12-20,2024-12-19,Active,India,SMB,Active,,,75,20,2024-10-01,Yes
1228,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2024-02-22,2025-02-21,Active,India,Mid,Active,Downgrade,Closed,2,95,2024-11-13,Yes
693,999,Success,Wallet,Gateway Error,Basic,Monthly,999,2022-08-25,2023-08-25,Active,India,SMB,Active,,,53,45,2024-09-07,Yes
812,3999,Failed,Wallet,Insufficient Funds,Basic,Monthly,999,2022-10-10,2023-10-10,Active,Germany,Enterprise,Active,,,119,45,2024-10-15,No
2036,3999,Success,UPI,Insufficient Funds,Pro,Annual,1999,2022-11-08,2023-11-08,Active,USA,SMB,Active,,,21,17,2024-09-29,No
4891,1999,Pending,Card,,Premium,Annual,3999,2023-04-06,2024-04-05,Active,UK,SMB,Active,,,100,39,2024-10-05,Yes
151,1999,Success,Card,Timeout,Pro,Annual,1999,2022-03-12,2023-03-12,Cancelled,UK,SMB,Active,Refund,Closed,69,85,2024-10-05,Yes
2294,3999,Failed,UPI,Gateway Error,Premium,Monthly,3999,2023-09-29,2024-09-28,Cancelled,Germany,Mid,Active,,,24,72,2024-10-01,No
1082,999,Failed,Card,Insufficient Funds,Pro,Monthly,1999,2022-03-19,2022-04-18,Active,USA,Enterprise,Active,,,62,77,2024-10-02,Yes
2757,999,Success,Card,Timeout,Pro,Monthly,1999,2023-07-22,2024-07-21,Active,USA,Mid,Active,,,28,87,2024-11-12,Yes
507,999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-03-03,2024-03-02,Expired,UK,SMB,Active,,,116,62,2024-09-10,Yes
3768,3999,Success,Wallet,Insufficient Funds,Pro,Annual,1999,2023-01-03,2023-02-02,Active,USA,SMB,Active,,,22,28,2024-10-14,Yes
1116,3999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2022-07-20,2022-08-19,Cancelled,UK,Enterprise,Inactive,,,58,27,2024-10-19,No
1630,999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2022-12-30,2023-01-29,Active,UK,SMB,Active,,,102,46,2024-10-20,No
1965,3999,Success,UPI,Timeout,Pro,Monthly,1999,2022-01-17,2023-01-17,Active,UK,SMB,Inactive,,,100,26,2024-09-07,No
4488,999,Success,UPI,Insufficient Funds,Premium,Monthly,3999,2024-01-23,2025-01-22,Active,USA,SMB,Active,,,16,93,2024-10-18,Yes
4142,1999,Success,Wallet,Gateway Error,Premium,Annual,3999,2023-08-13,2023-09-12,Active,Australia,Mid,Inactive,Complaint,Open,74,22,2024-11-22,Yes
155,1999,Success,Wallet,Timeout,Premium,Monthly,3999,2022-02-09,2022-03-11,Active,UK,Enterprise,Active,,,106,44,2024-10-27,No
3142,999,Success,Card,Insufficient Funds,Pro,Annual,1999,2022-12-14,2023-01-13,Expired,Australia,Mid,Active,,,86,89,2024-09-13,No
3975,3999,Failed,UPI,Timeout,Pro,Annual,1999,2022-05-18,2023-05-18,Active,Australia,Enterprise,Inactive,,,1,53,2024-11-17,No
4607,1999,Failed,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-09-15,2024-09-14,Active,Australia,Enterprise,Active,,,41,16,2024-10-04,Yes
4378,999,Success,UPI,Timeout,Premium,Monthly,3999,2023-05-28,2023-06-27,Active,UK,Mid,Active,,,106,49,2024-10-06,Yes
30,999,Success,UPI,Timeout,Basic,Monthly,999,2024-01-02,2024-02-01,Active,Germany,SMB,Active,,,72,34,2024-09-28,No
721,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2024-02-06,2025-02-05,Active,Australia,Mid,Active,,,77,71,2024-12-01,Yes
1347,3999,Failed,Wallet,,Pro,Monthly,1999,2023-02-11,2023-03-13,Expired,USA,SMB,Active,Downgrade,Closed,55,48,2024-09-08,Yes
2998,1999,Success,Wallet,Insufficient Funds,Pro,Annual,1999,2022-07-17,2022-08-16,Active,Germany,Enterprise,Active,Downgrade,Closed,15,50,2024-09-18,No
3288,999,Success,Wallet,Gateway Error,Pro,Annual,1999,2022-10-25,2023-10-25,Expired,Australia,Mid,Inactive,,,79,95,2024-11-19,Yes
3804,999,Success,Card,,Basic,Monthly,999,2023-04-09,2024-04-08,Active,USA,Enterprise,Inactive,,,90,57,2024-09-30,Yes
2053,999,Success,Card,,Basic,Monthly,999,2023-04-21,2024-04-20,Cancelled,Australia,Enterprise,Active,,,108,31,2024-09-15,No
2918,1999,Success,Card,,Pro,Monthly,1999,2024-02-12,2025-02-11,Active,UK,SMB,Inactive,Complaint,Closed,57,27,2024-10-16,Yes
1271,1999,Success,Card,Gateway Error,Pro,Monthly,1999,2022-08-26,2023-08-26,Active,UK,SMB,Active,,,66,23,2024-10-14,No
1117,1999,Success,Card,,Basic,Monthly,999,2023-10-08,2024-10-07,Expired,USA,Mid,Active,Refund,Closed,14,79,2024-10-19,No
1815,999,Success,UPI,Timeout,Basic,Annual,999,2022-06-22,2022-07-22,Expired,USA,Mid,Active,,,36,26,2024-09-05,No
