subscription_id,user_id,plan_name,billing_cycle,plan_price,start_date,renewal_date,subscription_status
13016,392,Basic,Monthly,999,2022-04-12,2023-04-12,Active
13017,2937,Basic,Annual,999,2022-05-29,2022-06-28,Active
13018,3673,Premium,Monthly,3999,2022-04-03,2023-04-03,Active
13019,540,Basic,Monthly,999,2022-05-20,2023-05-20,Active
13020,1116,Basic,Monthly,999,2022-10-22,2022-11-21,Active
13021,884,Pro,Annual,1999,2024-02-13,2024-03-14,Cancelled
13022,4324,Pro,Monthly,1999,2023-08-16,2023-09-15,Cancelled
13023,2420,Pro,Monthly,1999,2023-06-28,2024-06-27,Expired
13024,1400,Premium,Monthly,3999,2022-07-07,2023-07-07,Active
13025,1577,Basic,Monthly,999,2022-05-16,2022-06-15,Expired
13026,2085,Pro,Annual,1999,2022-06-15,2022-07-15,Active
13027,4787,Basic,Monthly,999,2023-04-22,2023-05-22,Active
13028,1536,Pro,Monthly,1999,2022-05-27,2023-05-27,Active
13029,4754,Premium,Monthly,3999,2022-09-02,2023-09-02,Cancelled
13030,90,Pro,Monthly,1999,2022-07-02,2022-08-01,Active
13031,4191,Pro,Monthly,1999,2022-01-09,2022-02-08,Cancelled
13032,1655,Premium,Monthly,3999,2023-03-12,2024-03-11,Cancelled
13033,1902,Basic,Annual,999,2022-06-05,2023-06-05,Expired
13034,2680,Pro,Monthly,1999,2023-11-19,2023-12-19,Expired
13035,2171,Premium,Monthly,3999,2022-04-24,2022-05-24,Active
13036,366,Pro,Annual,1999,2024-01-25,2024-02-24,Cancelled
13037,3961,Basic,Monthly,999,2022-06-16,2023-06-16,Expired
13038,2373,Basic,Monthly,999,2023-05-03,2023-06-02,Expired
13039,519,Basic,Monthly,999,2023-03-13,2024-03-12,Cancelled
13040,4992,Basic,Monthly,999,2022-08-11,2022-09-10,Cancelled
13041,3711,Pro,Monthly,1999,2022-07-10,2022-08-09,Active
13042,830,Basic,Monthly,999,2024-02-26,2024-03-27,Cancelled
13043,2634,Basic,Monthly,999,2023-07-30,2023-08-29,Active
13044,271,Pro,Monthly,1999,2024-03-04,2024-04-03,Active
13045,2987,Pro,Monthly,1999,2022-06-22,2022-07-22,Active
13046,3539,Pro,Monthly,1999,2022-09-14,2023-09-14,Active
13047,4565,Pro,Monthly,1999,2023-12-16,2024-12-15,Active
13048,4815,Basic,Monthly,999,2023-03-26,2023-04-25,Expired
13049,1008,Basic,Annual,999,2023-05-16,2024-05-15,Cancelled
13050,2318,Basic,Monthly,999,2022-03-18,2023-03-18,Active
13051,605,Pro,Monthly,1999,2023-09-07,2024-09-06,Active
13052,4474,Basic,Annual,999,2022-08-14,2023-08-14,Expired
13053,177,Pro,Monthly,1999,2022-08-14,2022-09-13,Active
13054,2322,Basic,Annual,999,2024-01-09,2024-02-08,Active
13055,1715,Premium,Monthly,3999,2023-08-31,2023-09-30,Active
13056,637,Pro,Annual,1999,2022-03-17,2022-04-16,Expired
13057,2624,Pro,Monthly,1999,2022-02-02,2022-03-04,Active
13058,4156,Pro,Annual,1999,2023-08-17,2024-08-16,Expired
13059,2779,Pro,Annual,1999,2022-03-10,2023-03-10,Active
13060,3753,Pro,Monthly,1999,2023-02-19,2023-03-21,Active
13061,661,Premium,Monthly,3999,2024-01-01,2024-01-31,Active
13062,4366,Pro,Monthly,1999,2023-03-24,2023-04-23,Active
13063,3188,Premium,Monthly,3999,2022-12-28,2023-01-27,Active
13064,4341,Basic,Annual,999,2023-01-05,2024-01-05,Active
13065,4756,Premium,Monthly,3999,2023-02-03,2024-02-03,Active
13066,85,Basic,Annual,999,2022-04-30,2023-04-30,Active
13067,3671,Basic,Monthly,999,2022-02-17,2023-02-17,Cancelled
13068,907,Pro,Monthly,1999,2022-03-09,2022-04-08,Cancelled
13069,3522,Basic,Monthly,999,2022-12-05,2023-01-04,Cancelled
13070,1876,Basic,Monthly,999,2022-03-26,2022-04-25,Expired
13071,3959,Basic,Monthly,999,2023-01-12,2024-01-12,Active
13072,2137,Pro,Monthly,1999,2023-01-20,2023-02-19,Active
13073,2597,Premium,Monthly,3999,2022-10-03,2022-11-02,Active
13074,854,Pro,Annual,1999,2024-02-07,2024-03-08,Active
13075,507,Premium,Monthly,3999,2022-07-24,2023-07-24,Active
13076,408,Pro,Annual,1999,2024-01-15,2024-02-14,Expired
13077,524,Basic,Monthly,999,2022-03-06,2023-03-06,Cancelled
13078,3051,Basic,Monthly,999,2022-03-20,2023-03-20,Active
13079,2398,Pro,Monthly,1999,2023-06-10,2024-06-09,Active
13080,2900,Basic,Monthly,999,2022-11-21,2022-12-21,Active
13081,328,Basic,Monthly,999,2023-01-13,2023-02-12,Expired
13082,1836,Pro,Monthly,1999,2023-11-12,2023-12-12,Active
13083,1310,Pro,Monthly,1999,2023-11-02,2024-11-01,Active
13084,4719,Basic,Monthly,999,2023-09-20,2024-09-19,Expired
13085,2536,Premium,Monthly,3999,2022-12-12,2023-01-11,Expired
13086,2042,Pro,Monthly,1999,2023-12-05,2024-12-04,Active
13087,2535,Pro,Monthly,1999,2023-03-11,2024-03-10,Active
13088,2193,Premium,Monthly,3999,2023-11-26,2023-12-26,Active
13089,756,Basic,Monthly,999,2023-01-13,2023-02-12,Expired
13090,146,Pro,Monthly,1999,2024-01-13,2025-01-12,Active
13091,3823,Premium,Monthly,3999,2023-11-11,2023-12-11,Expired
13092,3575,Pro,Monthly,1999,2022-01-15,2022-02-14,Active
13093,1628,Pro,Monthly,1999,2023-03-30,2024-03-29,Active
13094,4924,Pro,Monthly,1999,2022-07-12,2023-07-12,Cancelled
13095,1859,Pro,Monthly,1999,2022-08-21,2023-08-21,Active
13096,4723,Basic,Monthly,999,2022-09-20,2022-10-20,Active
13097,3599,Premium,Monthly,3999,2023-03-22,2023-04-21,Active
13098,630,Premium,Monthly,3999,2022-02-23,2023-02-23,Cancelled
13099,3167,Premium,Monthly,3999,2023-11-23,2024-11-22,Active
13100,3519,Pro,Annual,1999,2022-01-04,2022-02-03,Active
13101,4353,Basic,Annual,999,2022-09-14,2023-09-14,Active
13102,3915,Basic,Monthly,999,2022-12-27,2023-01-26,Active
13103,905,Premium,Annual,3999,2022-08-28,2023-08-28,Expired
13104,2618,Basic,Monthly,999,2023-04-27,2023-05-27,Active
13105,2790,Basic,Monthly,999,2023-11-06,2023-12-06,Active
13106,108,Pro,Monthly,1999,2023-04-06,2023-05-06,Active
13107,1043,Pro,Monthly,1999,2022-05-18,2022-06-17,Cancelled
13108,1389,Pro,Annual,1999,2023-03-27,2024-03-26,Active
13109,1677,Pro,Annual,1999,2022-11-20,2023-11-20,Expired
13110,4256,Pro,Monthly,1999,2023-04-18,2023-05-18,Active
13111,4196,Premium,Monthly,3999,2024-01-11,2024-02-10,Active
13112,265,Basic,Monthly,999,2023-09-06,2023-10-06,Active
13113,3822,Basic,Annual,999,2023-04-22,2024-04-21,Active
13114,2798,Pro,Monthly,1999,2022-07-12,2023-07-12,Active
13115,3121,Premium,Monthly,3999,2022-11-03,2023-11-03,Active
13116,677,Basic,Monthly,999,2023-06-26,2024-06-25,Active
13117,4895,Basic,Annual,999,2024-01-29,2024-02-28,Expired
13118,3487,Pro,Annual,1999,2022-08-09,2023-08-09,Expired
13119,2707,Pro,Monthly,1999,2022-06-21,2022-07-21,Active
13120,3970,Premium,Monthly,3999,2022-06-09,2023-06-09,Active
13121,608,Premium,Annual,3999,2022-06-21,2023-06-21,Expired
13122,3426,Pro,Annual,1999,2022-03-04,2023-03-04,Active
13123,2395,Pro,Monthly,1999,2023-07-27,2024-07-26,Expired
13124,2860,Basic,Monthly,999,2022-03-06,2023-03-06,Active
13125,4897,Pro,Annual,1999,2022-06-18,2022-07-18,Cancelled
13126,1161,Pro,Annual,1999,2022-03-22,2022-04-21,Active
13127,1848,Basic,Annual,999,2024-01-29,2024-02-28,Active
13128,4058,Basic,Monthly,999,2022-09-25,2023-09-25,Active
13129,1492,Premium,Monthly,3999,2023-01-15,2024-01-15,Active
13130,2022,Pro,Monthly,1999,2024-02-09,2024-03-10,Active
13131,4599,Pro,Annual,1999,2022-03-14,2023-03-14,Active
13132,3016,Basic,Monthly,999,2022-11-28,2023-11-28,Active
13133,4567,Pro,Monthly,1999,2022-07-07,2022-08-06,Active
13134,2738,Premium,Monthly,3999,2022-01-25,2023-01-25,Active
13135,2049,Basic,Annual,999,2022-08-16,2023-08-16,Active
13136,4206,Pro,Monthly,1999,2022-04-28,2022-05-28,Active
13137,3955,Basic,Monthly,999,2023-03-21,2024-03-20,Active
13138,894,Pro,Monthly,1999,2022-04-18,2023-04-18,Active
13139,1088,Premium,Monthly,3999,2022-08-30,2022-09-29,Expired
13140,4852,Pro,Monthly,1999,2023-09-03,2023-10-03,Cancelled
13141,4149,Premium,Annual,3999,2023-06-18,2024-06-17,Active
13142,2310,Premium,Monthly,3999,2023-04-26,2023-05-26,Active
13143,3601,Premium,Monthly,3999,2023-05-18,2024-05-17,Active
13144,2934,Premium,Monthly,3999,2023-05-13,2024-05-12,Active
13145,2282,Basic,Annual,999,2022-02-25,2023-02-25,Active
13146,73,Premium,Annual,3999,2022-05-29,2023-05-29,Active
13147,1381,Basic,Monthly,999,2022-11-07,2022-12-07,Active
13148,484,Basic,Annual,999,2023-07-06,2023-08-05,Active
13149,1030,Basic,Monthly,999,2023-10-24,2023-11-23,Active
13150,3782,Basic,Monthly,999,2022-05-01,2022-05-31,Active
13151,4973,Pro,Annual,1999,2024-02-11,2025-02-10,Active
13152,3780,Pro,Monthly,1999,2022-01-26,2022-02-25,Active
13153,1832,Basic,Monthly,999,2022-04-22,2023-04-22,Active
13154,4955,Pro,Annual,1999,2023-05-26,2024-05-25,Active
13155,2021,Pro,Monthly,1999,2022-01-23,2023-01-23,Active
13156,779,Pro,Monthly,1999,2023-11-12,2024-11-11,Active
13157,3476,Basic,Monthly,999,2022-09-21,2023-09-21,Cancelled
13158,4724,Basic,Monthly,999,2022-04-26,2022-05-26,Active
13159,3278,Basic,Annual,999,2023-04-25,2024-04-24,Active
13160,410,Basic,Monthly,999,2022-11-03,2022-12-03,Active
13161,1060,Pro,Monthly,1999,2022-08-19,2023-08-19,Active
13162,2310,Pro,Annual,1999,2023-12-02,2024-12-01,Expired
13163,1601,Basic,Monthly,999,2023-05-07,2024-05-06,Expired
13164,4988,Basic,Monthly,999,2024-02-08,2025-02-07,Active
13165,4544,Basic,Annual,999,2022-04-30,2023-04-30,Active
13166,2234,Premium,Annual,3999,2022-10-13,2022-11-12,Active
13167,1653,Basic,Annual,999,2024-02-24,2025-02-23,Expired
13168,1298,Premium,Monthly,3999,2023-02-11,2023-03-13,Cancelled
13169,352,Pro,Monthly,1999,2022-12-24,2023-01-23,Active
13170,3223,Basic,Monthly,999,2022-06-01,2022-07-01,Active
13171,2432,Premium,Monthly,3999,2023-08-21,2023-09-20,Cancelled
13172,465,Pro,Monthly,1999,2022-11-21,2022-12-21,Active
13173,2514,Pro,Monthly,1999,2022-09-03,2023-09-03,Active
13174,3167,Pro,Monthly,1999,2022-11-11,2023-11-11,Active
13175,2210,Pro,Monthly,1999,2022-06-11,2023-06-11,Active
13176,556,Basic,Monthly,999,2023-09-04,2024-09-03,Expired
13177,300,Basic,Monthly,999,2023-01-04,2023-02-03,Expired
13178,3867,Premium,Monthly,3999,2022-07-04,2023-07-04,Active
13179,356,Premium,Monthly,3999,2022-10-03,2023-10-03,Active
13180,564,Basic,Monthly,999,2023-06-13,2024-06-12,Active
13181,4010,Pro,Annual,1999,2023-03-12,2023-04-11,Active
13182,4889,Pro,Annual,1999,2022-09-17,2022-10-17,Active
13183,1023,Basic,Monthly,999,2022-09-02,2022-10-02,Active
13184,1191,Pro,Monthly,1999,2022-12-04,2023-01-03,Expired
13185,3211,Pro,Monthly,1999,2022-02-19,2022-03-21,Active
13186,1905,Pro,Monthly,1999,2022-09-29,2023-09-29,Active
13187,2037,Premium,Annual,3999,2022-08-23,2022-09-22,Active
13188,1027,Basic,Monthly,999,2023-08-07,2024-08-06,Active
13189,256,Pro,Monthly,1999,2023-07-10,2024-07-09,Active
13190,2419,Pro,Monthly,1999,2022-11-02,2023-11-02,Active
13191,2564,Pro,Monthly,1999,2023-04-22,2023-05-22,Active
13192,2952,Basic,Annual,999,2023-05-03,2024-05-02,Active
13193,270,Pro,Monthly,1999,2022-03-21,2023-03-21,Active
13194,928,Premium,Monthly,3999,2022-10-13,2022-11-12,Active
13195,64,Basic,Monthly,999,2023-07-15,2024-07-14,Active
13196,4556,Pro,Monthly,1999,2022-04-08,2022-05-08,Active
13197,1043,Premium,Monthly,3999,2023-04-23,2023-05-23,Active
13198,4189,Basic,Monthly,999,2023-02-10,2023-03-12,Active
13199,4869,Premium,Annual,3999,2023-06-21,2024-06-20,Active
13200,810,Basic,Monthly,999,2023-12-27,2024-12-26,Active
13201,2042,Basic,Monthly,999,2023-07-22,2024-07-21,Active
13202,3089,Basic,Monthly,999,2022-09-12,2022-10-12,Active
13203,1647,Basic,Annual,999,2023-10-30,2024-10-29,Active
13204,4936,Basic,Monthly,999,2023-05-02,2024-05-01,Active
13205,488,Pro,Monthly,1999,2023-11-04,2023-12-04,Active
13206,3082,Basic,Monthly,999,2022-07-13,2023-07-13,Expired
13207,1748,Premium,Monthly,3999,2023-05-31,2024-05-30,Active
13208,749,Pro,Monthly,1999,2023-04-09,2023-05-09,Expired
13209,3838,Pro,Monthly,1999,2024-02-19,2024-03-20,Active
13210,528,Pro,Monthly,1999,2023-05-19,2024-05-18,Active
13211,1168,Pro,Annual,1999,2022-02-05,2023-02-05,Expired
13212,4650,Pro,Monthly,1999,2022-01-16,2022-02-15,Expired
13213,4611,Basic,Annual,999,2023-10-11,2023-11-10,Active
13214,3542,Premium,Annual,3999,2023-08-13,2023-09-12,Active
13215,4473,Pro,Annual,1999,2022-03-14,2023-03-14,Active
13216,3740,Basic,Annual,999,2022-11-16,2022-12-16,Cancelled
13217,484,Pro,Annual,1999,2022-09-02,2023-09-02,Active
13218,452,Pro,Annual,1999,2024-01-10,2024-02-09,Active
13219,4070,Basic,Monthly,999,2022-07-14,2023-07-14,Active
13220,4398,Premium,Monthly,3999,2024-01-28,2024-02-27,Active
13221,3134,Pro,Annual,1999,2022-03-30,2022-04-29,Cancelled
13222,1774,Pro,Monthly,1999,2024-02-11,2025-02-10,Cancelled
13223,999,Pro,Monthly,1999,2024-03-08,2024-04-07,Active
13224,2066,Premium,Annual,3999,2022-05-19,2022-06-18,Active
13225,398,Basic,Monthly,999,2023-07-17,2024-07-16,Cancelled
13226,1804,Pro,Annual,1999,2023-10-21,2024-10-20,Active
13227,2152,Basic,Monthly,999,2024-01-24,2024-02-23,Active
13228,1947,Pro,Monthly,1999,2023-02-01,2023-03-03,Active
13229,3718,Basic,Monthly,999,2023-04-29,2024-04-28,Active
13230,3416,Basic,Annual,999,2023-01-22,2024-01-22,Expired
13231,1395,Premium,Monthly,3999,2023-01-03,2024-01-03,Active
13232,4129,Pro,Annual,1999,2023-04-03,2024-04-02,Active
13233,2422,Basic,Monthly,999,2023-02-26,2023-03-28,Cancelled
13234,3920,Pro,Monthly,1999,2022-08-20,2022-09-19,Active
13235,3084,Pro,Monthly,1999,2023-06-23,2023-07-23,Active
13236,2789,Basic,Monthly,999,2022-12-10,2023-12-10,Expired
13237,1845,Basic,Monthly,999,2023-12-21,2024-12-20,Active
13238,1805,Premium,Monthly,3999,2022-05-18,2022-06-17,Active
13239,890,Pro,Monthly,1999,2023-01-09,2024-01-09,Active
13240,2504,Basic,Monthly,999,2023-03-13,2024-03-12,Active
13241,1894,Premium,Annual,3999,2022-06-04,2022-07-04,Cancelled
13242,1667,Pro,Monthly,1999,2023-06-03,2023-07-03,Active
13243,4345,Basic,Monthly,999,2022-04-25,2023-04-25,Cancelled
13244,3066,Basic,Monthly,999,2022-04-02,2022-05-02,Active
13245,3642,Basic,Annual,999,2022-12-12,2023-01-11,Expired
13246,3076,Premium,Annual,3999,2023-08-17,2024-08-16,Active
13247,1260,Basic,Annual,999,2023-06-09,2024-06-08,Active
13248,2221,Basic,Monthly,999,2023-08-07,2024-08-06,Expired
13249,2419,Premium,Annual,3999,2022-04-01,2023-04-01,Active
13250,2839,Basic,Annual,999,2023-12-01,2023-12-31,Active
13251,2797,Pro,Annual,1999,2023-02-02,2024-02-02,Expired
13252,787,Basic,Monthly,999,2022-04-15,2023-04-15,Expired
13253,3368,Pro,Annual,1999,2023-08-19,2023-09-18,Cancelled
13254,4936,Basic,Monthly,999,2023-06-24,2023-07-24,Active
13255,2448,Basic,Monthly,999,2022-10-06,2022-11-05,Active
13256,3130,Pro,Monthly,1999,2022-01-12,2023-01-12,Active
13257,1899,Pro,Monthly,1999,2022-11-03,2023-11-03,Active
13258,4504,Pro,Monthly,1999,2022-12-30,2023-01-29,Active
13259,3585,Pro,Monthly,1999,2023-10-24,2024-10-23,Active
13260,4160,Pro,Annual,1999,2022-11-14,2022-12-14,Active
13261,3950,Pro,Monthly,1999,2023-06-22,2024-06-21,Active
13262,2468,Pro,Monthly,1999,2022-08-02,2022-09-01,Active
13263,2194,Pro,Monthly,1999,2022-11-10,2022-12-10,Active
13264,17,Pro,Annual,1999,2023-03-31,2023-04-30,Expired
13265,3023,Pro,Monthly,1999,2023-02-03,2023-03-05,Active
13266,4994,Basic,Monthly,999,2024-01-22,2024-02-21,Active
13267,1267,Basic,Annual,999,2022-08-10,2022-09-09,Active
13268,479,Basic,Monthly,999,2023-08-03,2024-08-02,Active
13269,4297,Premium,Monthly,3999,2022-09-19,2023-09-19,Active
13270,3978,Pro,Monthly,1999,2023-05-11,2023-06-10,Active
13271,3545,Pro,Monthly,1999,2023-09-15,2024-09-14,Active
13272,4275,Basic,Monthly,999,2022-05-10,2023-05-10,Expired
13273,4549,Basic,Monthly,999,2022-06-08,2023-06-08,Active
13274,486,Premium,Annual,3999,2024-03-02,2025-03-02,Active
13275,4089,Premium,Monthly,3999,2022-10-18,2022-11-17,Active
13276,4674,Basic,Monthly,999,2023-06-27,2024-06-26,Cancelled
13277,338,Pro,Annual,1999,2022-03-30,2023-03-30,Active
13278,861,Pro,Monthly,1999,2022-11-28,2023-11-28,Expired
13279,2004,Basic,Monthly,999,2023-09-22,2023-10-22,Cancelled
13280,1472,Pro,Monthly,1999,2023-05-21,2023-06-20,Active
13281,2043,Pro,Monthly,1999,2022-05-10,2023-05-10,Active
13282,3429,Pro,Monthly,1999,2022-07-26,2023-07-26,Active
13283,3121,Basic,Annual,999,2022-12-26,2023-12-26,Active
13284,1520,Basic,Monthly,999,2022-02-28,2023-02-28,Active
13285,702,Basic,Monthly,999,2022-04-06,2023-04-06,Cancelled
13286,4389,Basic,Annual,999,2022-09-03,2022-10-03,Active
13287,4036,Pro,Annual,1999,2023-04-04,2023-05-04,Active
13288,3745,Basic,Monthly,999,2022-05-25,2023-05-25,Active
13289,1174,Pro,Annual,1999,2022-11-06,2023-11-06,Active
13290,1606,Basic,Monthly,999,2023-09-29,2024-09-28,Cancelled
13291,1880,Pro,Monthly,1999,2023-06-18,2023-07-18,Active
13292,3394,Pro,Monthly,1999,2023-01-16,2023-02-15,Active
13293,2125,Pro,Monthly,1999,2022-12-19,2023-12-19,Active
13294,4992,Basic,Monthly,999,2022-10-12,2022-11-11,Cancelled
13295,4643,Basic,Monthly,999,2023-12-20,2024-12-19,Active
13296,1447,Basic,Monthly,999,2023-05-17,2023-06-16,Active
13297,3307,Basic,Monthly,999,2022-09-15,2022-10-15,Expired
13298,3402,Basic,Monthly,999,2022-02-21,2022-03-23,Cancelled
13299,3784,Basic,Annual,999,2023-07-04,2023-08-03,Active
13300,2373,Pro,Monthly,1999,2023-10-27,2023-11-26,Active
13301,151,Premium,Monthly,3999,2022-08-04,2022-09-03,Expired
13302,1660,Basic,Annual,999,2023-03-22,2024-03-21,Cancelled
13303,879,Premium,Monthly,3999,2022-08-11,2023-08-11,Active
13304,2320,Basic,Monthly,999,2023-10-17,2024-10-16,Active
13305,2884,Pro,Monthly,1999,2022-04-15,2023-04-15,Active
13306,3996,Pro,Monthly,1999,2023-06-06,2024-06-05,Active
13307,2416,Premium,Annual,3999,2024-01-24,2025-01-23,Active
13308,1516,Basic,Annual,999,2023-01-18,2024-01-18,Active
13309,3388,Basic,Monthly,999,2022-04-24,2023-04-24,Cancelled
13310,590,Basic,Monthly,999,2024-01-15,2025-01-14,Active
13311,588,Pro,Monthly,1999,2022-03-10,2022-04-09,Cancelled
13312,2620,Premium,Monthly,3999,2022-12-31,2023-12-31,Active
13313,1196,Pro,Annual,1999,2022-02-13,2023-02-13,Active
13314,4354,Pro,Monthly,1999,2023-11-12,2023-12-12,Active
13315,2327,Pro,Monthly,1999,2022-07-30,2023-07-30,Active
13316,2606,Premium,Annual,3999,2022-10-03,2023-10-03,Active
13317,2539,Pro,Monthly,1999,2022-04-17,2022-05-17,Active
13318,566,Basic,Annual,999,2023-04-24,2023-05-24,Cancelled
13319,1757,Premium,Monthly,3999,2023-11-10,2023-12-10,Active
13320,4076,Basic,Monthly,999,2022-07-24,2023-07-24,Cancelled
13321,1361,Basic,Monthly,999,2022-04-29,2023-04-29,Cancelled
13322,2569,Basic,Monthly,999,2023-05-01,2024-04-30,Cancelled
13323,2374,Pro,Annual,1999,2022-04-19,2023-04-19,Active
13324,1196,Pro,Monthly,1999,2023-03-30,2024-03-29,Expired
13325,2132,Basic,Annual,999,2022-08-27,2023-08-27,Active
13326,2889,Pro,Monthly,1999,2022-01-08,2023-01-08,Cancelled
13327,1568,Pro,Annual,1999,2023-05-27,2024-05-26,Active
13328,3411,Premium,Annual,3999,2022-02-12,2023-02-12,Active
13329,2368,Pro,Monthly,1999,2023-01-29,2024-01-29,Expired
13330,3344,Pro,Monthly,1999,2022-05-12,2022-06-11,Active
13331,3098,Pro,Annual,1999,2023-12-19,2024-12-18,Active
13332,1261,Basic,Monthly,999,2024-03-02,2024-04-01,Active
13333,1334,Basic,Annual,999,2024-01-21,2025-01-20,Active
13334,4329,Pro,Monthly,1999,2024-02-28,2024-03-29,Cancelled
13335,4645,Basic,Monthly,999,2023-01-29,2024-01-29,Active
13336,3337,Basic,Monthly,999,2023-07-12,2024-07-11,Expired
13337,3085,Pro,Annual,1999,2022-07-17,2022-08-16,Active
13338,3388,Basic,Monthly,999,2023-04-09,2023-05-09,Active
13339,4714,Basic,Annual,999,2022-05-01,2022-05-31,Active
13340,2432,Pro,Monthly,1999,2022-10-27,2022-11-26,Active
13341,1017,Pro,Monthly,1999,2022-08-08,2022-09-07,Expired
13342,642,Premium,Annual,3999,2022-04-04,2022-05-04,Cancelled
13343,4063,Pro,Annual,1999,2022-10-19,2023-10-19,Active
13344,316,Pro,Annual,1999,2022-06-02,2023-06-02,Active
13345,2304,Basic,Monthly,999,2023-06-09,2023-07-09,Active
13346,441,Basic,Monthly,999,2023-12-20,2024-12-19,Active
13347,1139,Basic,Monthly,999,2024-02-06,2025-02-05,Cancelled
13348,915,Pro,Monthly,1999,2023-02-26,2023-03-28,Cancelled
13349,2304,Pro,Monthly,1999,2022-06-07,2023-06-07,Active
13350,4143,Pro,Monthly,1999,2022-09-27,2023-09-27,Expired
13351,3422,Pro,Annual,1999,2023-08-03,2023-09-02,Active
13352,2079,Basic,Monthly,999,2022-09-14,2022-10-14,Active
13353,4151,Pro,Annual,1999,2023-12-02,2024-12-01,Cancelled
13354,2201,Pro,Monthly,1999,2023-05-30,2024-05-29,Active
13355,4552,Pro,Annual,1999,2022-08-25,2022-09-24,Active
13356,36,Pro,Monthly,1999,2023-03-21,2023-04-20,Active
13357,818,Premium,Annual,3999,2023-10-06,2024-10-05,Active
13358,1947,Premium,Monthly,3999,2022-06-20,2023-06-20,Active
13359,3957,Premium,Annual,3999,2022-09-27,2022-10-27,Active
13360,4352,Basic,Monthly,999,2023-08-24,2023-09-23,Active
13361,2226,Basic,Monthly,999,2023-09-07,2024-09-06,Active
13362,3326,Basic,Monthly,999,2023-09-29,2023-10-29,Active
13363,508,Basic,Monthly,999,2022-03-08,2022-04-07,Active
13364,3746,Pro,Annual,1999,2024-02-14,2025-02-13,Active
13365,4117,Pro,Monthly,1999,2022-01-08,2022-02-07,Expired
13366,3878,Pro,Monthly,1999,2023-07-10,2023-08-09,Cancelled
13367,4815,Premium,Monthly,3999,2023-03-24,2023-04-23,Active
13368,460,Premium,Annual,3999,2022-05-15,2022-06-14,Cancelled
13369,1406,Basic,Annual,999,2024-01-30,2024-02-29,Active
13370,4096,Premium,Monthly,3999,2022-01-25,2022-02-24,Active
13371,2037,Pro,Monthly,1999,2023-04-10,2024-04-09,Active
13372,2678,Pro,Monthly,1999,2023-01-09,2023-02-08,Active
13373,1745,Pro,Monthly,1999,2022-07-15,2022-08-14,Active
13374,2984,Basic,Monthly,999,2023-12-05,2024-12-04,Active
13375,2359,Premium,Monthly,3999,2023-02-06,2024-02-06,Active
13376,1232,Pro,Monthly,1999,2022-05-02,2023-05-02,Active
13377,1178,Premium,Monthly,3999,2024-02-11,2024-03-12,Active
13378,762,Premium,Monthly,3999,2023-07-13,2024-07-12,Active
13379,4779,Pro,Monthly,1999,2022-07-28,2023-07-28,Active
13380,2355,Basic,Monthly,999,2022-10-28,2023-10-28,Active
13381,4715,Basic,Monthly,999,2023-08-24,2023-09-23,Active
13382,3727,Basic,Monthly,999,2023-05-30,2024-05-29,Cancelled
13383,1544,Basic,Monthly,999,2023-10-19,2023-11-18,Active
13384,3678,Premium,Annual,3999,2023-06-18,2023-07-18,Active
13385,1934,Basic,Monthly,999,2022-02-08,2023-02-08,Active
13386,3169,Premium,Annual,3999,2023-09-11,2023-10-11,Cancelled
13387,3562,Pro,Monthly,1999,2023-09-04,2023-10-04,Active
13388,4103,Basic,Monthly,999,2024-02-23,2024-03-24,Active
13389,3858,Pro,Monthly,1999,2024-01-11,2024-02-10,Active
13390,4018,Pro,Monthly,1999,2024-03-07,2024-04-06,Active
13391,4445,Pro,Monthly,1999,2022-07-25,2023-07-25,Active
13392,2965,Pro,Monthly,1999,2023-08-06,2023-09-05,Active
13393,1031,Basic,Annual,999,2023-11-12,2023-12-12,Active
13394,2548,Pro,Monthly,1999,2023-11-28,2023-12-28,Active
13395,2523,Pro,Monthly,1999,2023-02-16,2023-03-18,Active
13396,4620,Pro,Monthly,1999,2022-11-29,2023-11-29,Cancelled
13397,1876,Premium,Monthly,3999,2022-07-27,2023-07-27,Active
13398,590,Basic,Monthly,999,2023-02-09,2023-03-11,Expired
13399,2281,Basic,Monthly,999,2023-01-23,2023-02-22,Expired
13400,3102,Pro,Annual,1999,2023-05-02,2024-05-01,Cancelled
13401,2415,Premium,Monthly,3999,2023-01-17,2023-02-16,Expired
13402,3898,Pro,Monthly,1999,2022-09-28,2022-10-28,Active
13403,3679,Basic,Monthly,999,2023-03-13,2024-03-12,Cancelled
13404,1844,Basic,Monthly,999,2023-03-06,2024-03-05,Active
13405,4152,Basic,Monthly,999,2023-10-09,2023-11-08,Cancelled
13406,1939,Basic,Annual,999,2023-10-20,2024-10-19,Active
13407,2195,Pro,Monthly,1999,2022-12-11,2023-01-10,Active
13408,4460,Pro,Annual,1999,2022-05-29,2022-06-28,Expired
13409,253,Basic,Annual,999,2023-09-20,2023-10-20,Active
13410,1467,Basic,Monthly,999,2023-01-27,2023-02-26,Cancelled
13411,736,Basic,Monthly,999,2022-07-06,2023-07-06,Active
13412,340,Premium,Monthly,3999,2022-01-20,2023-01-20,Active
13413,3588,Pro,Monthly,1999,2022-12-04,2023-12-04,Active
13414,1377,Premium,Monthly,3999,2023-01-08,2023-02-07,Active
13415,4720,Pro,Annual,1999,2024-01-26,2025-01-25,Expired
13416,705,Basic,Monthly,999,2022-03-08,2022-04-07,Expired
